Name,State,Prog Length,School Type,2013_DRate,2012_DRate,2011DRate
BETHEL COLLEGE,IN,8,2,7.7,5.9,7.1
MOUNT ALOYSIUS COLLEGE,PA,8,2,7.7,10.1,7.2
SPELMAN COLLEGE,GA,6,2,7.7,7.5,10.6
CARLOS ALBIZU UNIVERSITY,PR,8,2,7.7,9.9,10.3
UNIVERSITY OF ALASKA SOUTHEAST,AK,8,1,7.7,11.6,11.8
MOUNT MARTY COLLEGE,SD,8,2,7.7,8.8,8.1
CENTRAL WYOMING COLLEGE,WY,5,1,7.7,19.1,23.4
PROFESSIONAL SKILLS INSTITUTE,OH,5,3,7.7,9.4,9.4
OUACHITA BAPTIST UNIVERSITY,AR,6,2,7.7,6.8,6.6
CENTENARY COLLEGE OF LOUISIANA,LA,8,2,7.7,5.6,11
PAUL MITCHELL THE SCHOOL - LOUISVILLE,KY,4,3,7.7,13.9,19.2
CENTER FOR MASSAGE & NATURAL HEALTH,NC,2,3,7.7,6.8,6.2
WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING P,PA,3,1,7.7,16.5,15.6
CONCEPT COLLEGE OF COSMETOLOGY,IL,3,3,7.7,19.1,25.3
WELCH COLLEGE,TN,8,2,7.7,14.9,19.1
WASHINGTON HOSPITAL (THE),PA,11,2,7.7,2.1,17.6
NATIONWIDE BEAUTY ACADEMY,OH,4,3,7.7,7.1,9.8
UNIVERSITY OF CINCINNATI,OH,8,1,7.6,8,10
CLEVELAND STATE UNIVERSITY,OH,8,1,7.6,8.2,9
UNIVERSITY OF MISSISSIPPI,MS,8,1,7.6,8,7.5
WILLIAM CAREY UNIVERSITY,MS,8,2,7.6,8.2,7.6
FROSTBURG STATE UNIVERSITY,MD,8,1,7.6,9.1,10.4
NEUMANN UNIVERSITY,PA,8,2,7.6,8.8,9.3
MARY BALDWIN COLLEGE,VA,8,2,7.6,4.5,3.9
UNIVERSITY OF MONTEVALLO,AL,8,1,7.6,10.3,9.8
CHADRON STATE COLLEGE,NE,8,1,7.6,10.4,9.5
TEXAS LUTHERAN UNIVERSITY,TX,8,2,7.6,9,9.7
VALLEY CITY STATE UNIVERSITY,ND,8,1,7.6,7.5,4.8
WALDORF UNIVERSITY,IA,8,3,7.6,12.6,11.8
ELAINE STEVEN BEAUTY COLLEGE,MO,3,3,7.6,9.4,12.6
CAPRI COLLEGE,IA,4,3,7.6,8.8,13.9
CAREER ACADEMY OF BEAUTY,CA,3,3,7.6,7.7,14.5
FAITH EVANGELICAL COLLEGE & SEMINARY,WA,8,2,7.6,7.7,5.5
ACADEMY OF RADIO & TV BROADCASTING,CA,3,3,7.6,20.5,20.3
PORTAGE LAKES CAREER CENTER,OH,3,1,7.6,12.6,18
RAPHAEL'S SCHOOL OF BEAUTY CULTURE,OH,4,3,7.6,21.6,8
CIRCLE IN THE SQUARE THEATRE SCHOOL,NY,11,2,7.6,8.8,6.2
MIDDLESEX UNIVERSITY,FC,8,5,7.6,11.3,12.2
MEMPHIS THEOLOGICAL SEMINARY,TN,8,2,7.6,10.9,12.5
UNIVERSITY OF LEICESTER,FC,8,5,7.6,6.9,7.8
FIRELANDS REGIONAL MEDICAL CENTER,OH,11,2,7.6,6,7.5
ACADEMY OF HAIR DESIGN #6 (THE),MS,4,3,7.6,7,6.2
GRIFFITH UNIVERSITY,FC,8,5,7.6,5.2,5.2
PROVIDENCE CHRISTIAN COLLEGE,CA,6,2,7.6,8,16.6
HOUSE OF HEAVILIN BEAUTY COLLEGE,MO,3,3,7.6,12,15.6
COMPASS COLLEGE OF CINEMATIC ARTS,MI,6,2,7.6,5.8,0
SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,8,1,7.5,5.9,6
MISSISSIPPI UNIVERSITY FOR WOMEN,MS,8,1,7.5,7.5,11.8
SCHOOL OF VISUAL ARTS,NY,8,3,7.5,6.1,7.1
MINOT STATE UNIVERSITY,ND,8,1,7.5,6.5,6.5
HERITAGE INSTITUTE,FL,5,3,7.5,10.6,14.2
ROCKFORD UNIVERSITY,IL,8,2,7.5,7.2,8.5
SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,IL,2,3,7.5,8.4,11.3
INTERNATIONAL CULINARY CENTER,NY,3,3,7.5,4.5,6.3
MACMURRAY COLLEGE,IL,6,2,7.5,10.8,16
LABETTE COMMUNITY COLLEGE,KS,5,1,7.5,9.2,13
WESLEYAN COLLEGE,GA,8,2,7.5,6.2,7.9
CAPRI INSTITUTE OF HAIR DESIGN,NJ,3,3,7.5,4,10.6
DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE,MA,3,1,7.5,1.8,0
MODERN BEAUTY SCHOOL,MT,4,3,7.5,8.6,8.9
VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,3,1,7.5,9.8,21.4
MID AMERICA COLLEGE OF FUNERAL SERVICE,IN,6,2,7.5,14.2,20.8
UNIVERSITY OF MELBOURNE,FC,8,5,7.5,2.7,0
SURRY COMMUNITY COLLEGE,NC,5,1,7.5,14,21.6
OTSEGO DELAWARE SCHOHARIE GREENE BOCES,NY,3,1,7.5,16.2,17
BIRTHWISE MIDWIFERY SCHOOL,ME,4,3,7.5,10,13
AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY,OK,4,3,7.5,4,8.5
WESTCHESTER SCHOOL OF BEAUTY CULTURE,NY,3,3,7.5,0,0
WEST VIRGINIA UNIVERSITY,WV,8,1,7.4,8.5,10.5
UNIVERSITY OF MISSOURI - SAINT LOUIS,MO,8,1,7.4,7.6,8.6
VALDOSTA STATE UNIVERSITY,GA,8,1,7.4,8.6,10.2
CARDINAL STRITCH UNIVERSITY,WI,8,2,7.4,5.5,6.6
COLLEGE OF STATEN ISLAND/CUNY,NY,8,1,7.4,7.9,11.5
STEVENSON UNIVERSITY,MD,8,2,7.4,6.1,8.4
FONTBONNE UNIVERSITY,MO,8,2,7.4,6.1,8.1
CENTRAL METHODIST UNIVERSITY,MO,8,2,7.4,8.4,10.6
SCHOOL OF THE ART INSTITUTE OF CHICAGO,IL,8,2,7.4,7.2,9.1
CUNY LAGUARDIA COMMUNITY COLLEGE,NY,5,1,7.4,10.2,18
CUMBERLAND UNIVERSITY,TN,8,2,7.4,6,8.4
MT. SIERRA COLLEGE,CA,6,3,7.4,7.9,7.6
BRADFORD SCHOOL,PA,5,3,7.4,10.7,12.2
TABOR COLLEGE,KS,8,2,7.4,7.6,7.2
CAPRI COSMETOLOGY LEARNING CENTER,NY,3,3,7.4,14.8,17.1
CENTER FOR ADVANCED LEGAL STUDIES,TX,5,3,7.4,5.2,10.6
AYERS CAREER COLLEGE,LA,3,3,7.4,12.1,10.3
PAUL MITCHELL THE SCHOOL ST LOUIS,MO,3,3,7.4,12.7,0
CAPITOL SCHOOLS OF HAIRSTYLING,NE,4,3,7.4,6.7,4
BRIDGES BEAUTY COLLEGE,CA,3,3,7.4,12.1,16.6
SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,3,1,7.4,12,8.5
"SALON PROFESSIONAL ACADEMY, THE",WI,3,3,7.4,16,26.7
AMERICAN TRADE SCHOOL,MO,5,3,7.4,17.6,16.6
SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,UT,3,3,7.4,9.6,11.1
NEBRASKA CHRISTIAN COLLEGE,NE,6,2,7.4,9.6,10.7
KENNESAW STATE UNIVERSITY,GA,8,1,7.3,7.1,8.6
UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,TX,8,1,7.3,10.5,12.3
UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,8,1,7.3,6.9,8.9
ALVERNIA UNIVERSITY,PA,8,2,7.3,7.4,6.9
VIRGINIA WESLEYAN COLLEGE,VA,6,2,7.3,9.5,10
OKLAHOMA WESLEYAN UNIVERSITY,OK,8,2,7.3,4.6,7.4
MARIA COLLEGE,NY,6,2,7.3,6.1,10.8
CITY COLLEGE,FL,5,2,7.3,12.3,15
MANAGEMENT RESOURCES COLLEGE,FL,8,3,7.3,4.8,10.8
UNITED STATES SPORTS ACADEMY,AL,8,2,7.3,4.2,4.2
SANTA BARBARA BUSINESS COLLEGE,CA,6,3,7.3,8.9,8.1
SUNSTATE ACADEMY,FL,5,3,7.3,6.2,11.3
LAUREL BUSINESS INSTITUTE,PA,5,3,7.3,7.8,14.1
COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,6,2,7.3,5.6,12.2
AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,CO,3,3,7.3,14.9,8.3
NAPA VALLEY COLLEGE,CA,5,1,7.3,11.4,8.6
OSWEGO COUNTY BOCES,NY,3,1,7.3,17.1,2
PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,8,2,7.3,2.8,8.3
UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,AR,5,1,7.3,23.3,28.3
BOISE BIBLE COLLEGE,ID,6,2,7.3,8.9,9
COLLEGE OF HAIR DESIGN,IA,4,3,7.3,5.8,22.7
SIKESTON CAREER AND TECHNOLOGY CENTER,MO,3,1,7.3,16,15.6
NEW ENGLAND SCHOOL OF PHOTOGRAPHY,MA,4,3,7.3,13.7,11.4
FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,3,1,7.3,5.7,7.6
DONGGUK UNIVERSITY LOS ANGELES,CA,8,2,7.3,10.5,4.4
UNIVERSITY OF TEXAS AT SAN ANTONIO,TX,8,1,7.2,8.6,11
UNIVERSITY OF LOUISVILLE,KY,8,1,7.2,7.4,9.6
AUGUSTA UNIVERSITY,GA,8,1,7.2,6.5,6.8
FORT HAYS STATE UNIVERSITY,KS,8,1,7.2,6.4,7.4
UNIVERSITY OF WEST FLORIDA (THE),FL,8,1,7.2,7.5,9.7
WESTERN OREGON UNIVERSITY,OR,8,1,7.2,7.1,9.3
BISMARCK STATE COLLEGE,ND,6,1,7.2,7.3,5.7
SPALDING UNIVERSITY,KY,8,2,7.2,8.9,8.7
LUBBOCK CHRISTIAN UNIVERSITY,TX,8,2,7.2,8.1,10.2
CHRISTIAN BROTHERS UNIVERSITY,TN,8,2,7.2,7,7.2
THOMAS MORE COLLEGE,KY,8,2,7.2,5.9,7.3
COLBY COMMUNITY COLLEGE,KS,5,1,7.2,3.5,5.6
SOUTHWESTERN ADVENTIST UNIVERSITY,TX,8,2,7.2,13.1,12.3
PAUL MITCHELL THE SCHOOL-TEMECULA,CA,3,3,7.2,7.2,8.3
ATI COLLEGE,CA,3,3,7.2,11.7,22.6
MIDWESTERN CAREER COLLEGE,IL,5,3,7.2,0,10.5
PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,OR,4,3,7.2,6.6,3.7
BELLA CAPELLI ACADEMY,PA,3,3,7.2,10.3,28.5
E.I.N.E.,MA,3,3,7.2,9.5,10.2
SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,UT,3,3,7.2,10.1,14.8
CALIFORNIA BEAUTY COLLEGE,CA,3,3,7.2,14.2,11.9
SAINT LEO UNIVERSITY,FL,8,2,7.1,8.1,12
WESTERN ILLINOIS UNIVERSITY,IL,8,1,7.1,5.5,7.2
UNIVERSITY OF THE INCARNATE WORD,TX,8,2,7.1,7.5,9.2
WESTERN CONNECTICUT STATE UNIVERSITY,CT,8,1,7.1,6.8,6.8
SUNY COLLEGE OF TECHNOLOGY AT ALFRED,NY,6,1,7.1,8.6,10.6
ANDERSON UNIVERSITY,SC,8,2,7.1,7,9.6
WEATHERFORD COLLEGE,TX,5,1,7.1,8.8,8.9
ECKERD COLLEGE,FL,6,2,7.1,6.9,9.4
HUNTER BUSINESS SCHOOL,NY,3,3,7.1,5.2,1.9
PENNCO TECH,PA,5,3,7.1,11.5,19
INSTITUTE OF TECHNOLOGY,OR,3,3,7.1,12.9,12.2
XENON INTERNATIONAL ACADEMY II,NE,4,3,7.1,3.3,4.8
PCI ACADEMY,IA,4,3,7.1,8.8,10.9
NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE),NY,5,3,7.1,7.1,6.6
NEW YORK INSTITUTE OF MASSAGE,NY,3,3,7.1,7.2,10.5
WESLEY THEOLOGICAL SEMINARY,DC,8,2,7.1,3,3.2
IOWA SCHOOL OF BEAUTY,IA,4,3,7.1,10,12.9
BEAUTY SCHOOL OF MIDDLETOWN,NY,3,3,7.1,9.3,11.2
LUTHERAN THEOLOGICAL SEMINARY - PHILADELPHIA,PA,8,2,7.1,3.7,1.6
BODY THERAPY INSTITUTE,NC,2,3,7.1,3.2,28.5
ALL BEAUTY COLLEGE,AZ,3,3,7.1,12.1,14.2
SALON PROFESSIONAL ACADEMY (THE),IA,4,3,7.1,9,0
UNIVERSITY OF NEVADA - LAS VEGAS,NV,8,1,7,7.7,8.8
SUNY COLLEGE AT BUFFALO,NY,8,1,7,7.9,8.8
SPRINGFIELD COLLEGE,MA,8,2,7,7,5.6
LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,PA,8,1,7,6.9,8
GARDNER - WEBB UNIVERSITY,NC,8,2,7,8,9.7
BELHAVEN UNIVERSITY,MS,8,2,7,6.9,5.6
HAMPTON UNIVERSITY,VA,8,2,7,8.6,9.7
NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW,NY,6,1,7,8.4,14.1
GEORGIA SOUTHWESTERN STATE UNIVERSITY,GA,8,1,7,8.8,8.7
UNIVERSITY OF MARY HARDIN-BAYLOR,TX,8,2,7,8,9.4
BAY PATH UNIVERSITY,MA,8,2,7,6.4,7.5
BERKLEE COLLEGE OF MUSIC,MA,8,2,7,10.4,13.6
PFEIFFER UNIVERSITY,NC,8,2,7,8.4,10.7
MOUNT ST. JOSEPH UNIVERSITY,OH,8,2,7,5.9,10.5
COLLEGE OF MOUNT SAINT VINCENT,NY,8,2,7,5,7.9
LDS BUSINESS COLLEGE,UT,5,2,7,6.7,7.4
NORTHWESTERN TECHNOLOGICAL INSTITUTE,MI,3,3,7,12.1,11.4
RINGLING COLLEGE OF ART & DESIGN,FL,6,2,7,8.5,13.5
EASTERN SUFFOLK BOCES,NY,3,1,7,6.5,7.3
COMPASS CAREER COLLEGE,LA,3,3,7,7.7,10.5
ACADEMY OF HAIR DESIGN,NV,4,3,7,4.7,9.9
ASM BEAUTY WORLD ACADEMY,FL,3,3,7,15.9,9.5
PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,5,2,7,8.1,3.8
MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,NH,3,3,7,14.1,14.7
"NORTH HAVEN ACADEMY, LLC",CT,3,3,7,6.3,7.7
KING'S UNIVERSITY (THE),CA,8,2,7,7.7,4.2
PIEDMONT INTERNATIONAL UNIVERSITY,NC,8,2,7,5.4,11.2
MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,3,3,7,5.4,8.9
MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,MO,8,2,7,3,8.1
PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,FC,8,6,7,5.9,5.5
JRMC SCHOOL OF NURSING,AR,5,2,7,11.6,13.5
INTERACTIVE COLLEGE OF TECHNOLOGY,TX,5,3,7,10.2,30.7
SALON PROFESSIONAL ACADEMY (THE),IN,3,3,7,6,0
ARIZONA STATE UNIVERSITY,AZ,8,1,6.9,7.3,8.5
ACADEMY OF ART UNIVERSITY,CA,8,3,6.9,11,14.5
SALEM STATE UNIVERSITY,MA,8,1,6.9,7.8,8.6
OTTAWA UNIVERSITY,KS,8,2,6.9,7.6,8.7
CAMBRIDGE COLLEGE,MA,8,2,6.9,6.8,8.5
HUTCHINSON COMMUNITY COLLEGE,KS,5,1,6.9,7,6.9
UNIVERSITY OF SOUTH CAROLINA - AIKEN,SC,8,1,6.9,6,8.2
UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS,PR,8,1,6.9,6.7,11.9
CUNY YORK COLLEGE,NY,8,1,6.9,4.5,10.1
WILMINGTON COLLEGE,OH,8,2,6.9,7.1,9.4
OKLAHOMA BAPTIST UNIVERSITY,OK,8,2,6.9,8.7,5.7
ATLANTA SCHOOL OF MASSAGE,GA,3,3,6.9,8,7.2
IOWA SCHOOL OF BEAUTY,IA,4,3,6.9,10.5,10.8
BRANFORD ACADEMY OF HAIR & COSMETOLOGY,CT,3,3,6.9,9.7,6.4
AILANO SCHOOL OF COSMETOLOGY,MA,3,3,6.9,11.4,17.6
STAR COLLEGE OF COSMETOLOGY,TX,3,3,6.9,19.2,11.1
EDINBURGH NAPIER UNIVERSITY,FC,8,5,6.9,14.8,11.1
PURE AESTHETICS,AZ,2,3,6.9,4.7,0
GEORGIA SOUTHERN UNIVERSITY,GA,8,1,6.8,6.1,8.9
WICHITA STATE UNIVERSITY,KS,8,1,6.8,6.6,7.8
NORTHEASTERN ILLINOIS UNIVERSITY,IL,8,1,6.8,6.1,6.7
MARIAN UNIVERSITY,WI,8,2,6.8,4.9,5.3
GRAND VIEW UNIVERSITY,IA,8,2,6.8,8.7,9.1
SOUTHERN WESLEYAN UNIVERSITY,SC,8,2,6.8,9.6,9.7
MERCY COLLEGE OF HEALTH SCIENCES,IA,6,2,6.8,4.5,7.9
MINNEAPOLIS BUSINESS COLLEGE,MN,5,3,6.8,6.7,6.7
EMORY & HENRY COLLEGE,VA,8,2,6.8,5.8,6.8
PACIFIC COLLEGE,CA,6,3,6.8,7,4.3
SCIOTO COUNTY CAREER TECHNICAL CENTER,OH,4,1,6.8,8,12.6
NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,3,3,6.8,10,7.6
CORTIVA INSTITUTE -  BOSTON,MA,2,3,6.8,5.4,7.6
PAUL MITCHELL THE SCHOOL NORMAL,IL,3,3,6.8,12.2,15.9
MERIDIAN INSTITUTE OF SURGICAL ASSISTING,TN,5,3,6.8,11.7,0
OHIO VALLEY GENERAL HOSPITAL SCHOOL OF NURSING,PA,4,2,6.8,10.5,6
COLLEGE OF INTERNATIONAL ESTHETICS,CO,2,3,6.8,0,0
"RICHMOND, THE AMERICAN INTERNATIONAL UNIVERSITY IN LONDON",FC,8,6,6.8,4.9,6
CAPILO SCHOOL OF HAIR DESIGN,ME,3,3,6.8,19.6,0
UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS,NJ,3,1,6.8,17.5,28.2
AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION,NJ,11,3,6.8,1,10.2
UPPER VALLEY JOINT VOCATIONAL SCHOOL,OH,3,1,6.8,8.1,16
COOPER HEALTH SYSTEM THE - CENTER FOR ALLIED HEALTH EDUCATION,NJ,3,2,6.8,6.3,2.7
WALDEN UNIVERSITY,MN,8,3,6.7,6.8,7.8
NORTHERN ARIZONA UNIVERSITY,AZ,8,1,6.7,7.3,10.2
NORTHERN ILLINOIS UNIVERSITY,IL,8,1,6.7,6.9,9.4
WESTERN CAROLINA UNIVERSITY,NC,8,1,6.7,7,8.1
ARMSTRONG STATE UNIVERSITY,GA,8,1,6.7,8.1,8.3
HUMBOLDT STATE UNIVERSITY,CA,8,1,6.7,9.2,11.8
UNIVERSITY OF TEXAS AT TYLER,TX,8,1,6.7,8.4,9.4
LOUISIANA TECH UNIVERSITY,LA,8,1,6.7,7,7.5
SOUTHERN OREGON UNIVERSITY,OR,8,1,6.7,6.4,10.6
JACKSONVILLE UNIVERSITY,FL,8,2,6.7,7,7.7
AMERICAN INTERNATIONAL COLLEGE,MA,8,2,6.7,6.2,6
MILLIKIN UNIVERSITY,IL,8,2,6.7,7.1,9.8
WEST COAST ULTRASOUND INSTITUTE,CA,6,3,6.7,5.4,6.7
CONTINENTAL SCHOOL OF BEAUTY CULTURE,NY,3,3,6.7,6.9,5.6
DELAWARE VALLEY UNIVERSITY,PA,8,2,6.7,6.1,5.3
MARYMOUNT MANHATTAN COLLEGE,NY,6,2,6.7,7,8.6
MASSACHUSETTS COLLEGE OF LIBERAL ARTS,MA,8,1,6.7,4.6,5.8
BAPTIST HEALTH COLLEGE LITTLE ROCK,AR,5,2,6.7,6.1,4
GURNICK ACADEMY OF MEDICAL ARTS,CA,6,3,6.7,5.2,1.3
CAIRN UNIVERSITY,PA,8,2,6.7,2.4,5.1
PARKER UNIVERSITY,TX,8,2,6.7,8.7,7.6
HELENE FULD COLLEGE OF NURSING,NY,6,2,6.7,4.2,2.7
LYON COLLEGE,AR,6,2,6.7,6.4,9.8
ARIZONA CHRISTIAN UNIVERSITY,AZ,6,2,6.7,5.9,5.6
COLUMBIA COLLEGE HOLLYWOOD,CA,6,2,6.7,4.3,7.8
SUCCESS SCHOOLS,IN,3,3,6.7,19,23.3
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,3,3,6.7,10.9,13.6
TONI&GUY HAIRDRESSING ACADEMY,CO,4,3,6.7,4.1,6.9
MARIAN HEALTH CAREERS CENTER,CA,3,3,6.7,6.1,9
COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),NY,8,2,6.7,8.3,4.9
DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,8,2,6.7,6.4,9.2
SALON PROFESSIONAL ACADEMY (THE),WI,4,3,6.7,6.6,6.3
UNIVERSITY OF ARKANSAS,AR,8,1,6.6,6.3,6.7
UNIVERSITY OF IDAHO,ID,8,1,6.6,6.4,8.3
UNIVERSITY OF INDIANAPOLIS,IN,8,2,6.6,6,5.6
FRIENDS UNIVERSITY,KS,8,2,6.6,7.9,8.9
SOUTHERN NAZARENE UNIVERSITY,OK,8,2,6.6,5.5,7
MUSKINGUM UNIVERSITY,OH,8,2,6.6,5.9,6.6
BOSTON ARCHITECTURAL COLLEGE,MA,8,2,6.6,5.3,11.9
DIESEL DRIVING ACADEMY,LA,2,3,6.6,8.4,14.1
YOUNG HARRIS COLLEGE,GA,6,2,6.6,8.8,5.6
PAUL MITCHELL THE SCHOOL SPRINGFIELD,MO,3,3,6.6,8.5,10.6
HEALING HANDS SCHOOL OF HOLISTIC HEALTH,CA,3,3,6.6,13.7,17.1
SALON PROFESSIONAL ACADEMY (THE),WI,4,3,6.6,8.2,8.7
OHIO MEDIA SCHOOL,OH,3,3,6.6,26.7,19.5
SOUTHERN CALIFORNIA SEMINARY,CA,8,2,6.6,7.5,3.9
ACAYDIA SPA AND SCHOOL OF AESTHETICS,UT,3,3,6.6,9,0
IDEAL BEAUTY ACADEMY,IN,4,3,6.6,29,28.5
NEW ENGLAND SCHOOL OF HAIR DESIGN,NH,3,3,6.6,17,22.2
LEX LA RAY TECHNICAL CENTER,MO,3,1,6.6,12.9,21.8
NORTHWEST COLLEGE OF ART & DESIGN,WA,6,3,6.6,5.2,13.6
UNIVERSITY OF AUCKLAND (THE),FC,8,5,6.6,6.6,7.2
TRINITY LUTHERAN SEMINARY,OH,8,2,6.6,2.4,5.1
LANDING SCHOOL,ME,5,2,6.6,3.1,4
AQUINAS INSTITUTE OF THEOLOGY,MO,8,2,6.6,0,0
UNIVERSITY OF BIRMINGHAM (THE),FC,8,5,6.6,3,0
AMERICAN BEAUTY COLLEGE,CA,3,3,6.6,0,0
CAPELLA UNIVERSITY,MN,8,3,6.5,8.9,13
UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,MD,8,1,6.5,8.2,9
MISSOURI STATE UNIVERSITY,MO,8,1,6.5,7.3,7.9
UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,8,1,6.5,6,7.5
WEBER STATE UNIVERSITY,UT,8,1,6.5,5.8,8.1
RHODE ISLAND COLLEGE,RI,8,1,6.5,6.4,6.3
CUNY LEHMAN COLLEGE,NY,8,1,6.5,5.5,9.5
SOUTHEASTERN UNIVERSITY,FL,8,2,6.5,6.5,5.6
ALBERTUS MAGNUS COLLEGE,CT,8,2,6.5,6.7,7
INTERNATIONAL BUSINESS COLLEGE,IN,6,3,6.5,7.8,8.5
QUINCY UNIVERSITY,IL,8,2,6.5,6.6,8.5
PRESCOTT COLLEGE,AZ,8,2,6.5,7,6.3
UNIVERSITY OF HAWAII - WEST OAHU,HI,6,1,6.5,6.6,6.6
SABER COLLEGE,FL,5,2,6.5,9.1,8.8
AVIATION INSTITUTE OF MAINTENANCE,VA,11,3,6.5,13.5,25.1
ATLANTIC UNIVERSITY COLLEGE,PR,8,2,6.5,13.9,18
LOS ANGELES ORT TECHNICAL INSTITUTE,CA,5,2,6.5,8,7.6
TONI&GUY HAIRDRESSING ACADEMY I TIGI CREATIVE SCHOOL,TX,3,3,6.5,11.1,19.4
HEALTHCARE TRAINING INSTITUTE,NJ,4,3,6.5,6.8,9.6
ADVANCED COLLEGE,CA,5,3,6.5,8.4,5.8
MAINE COLLEGE OF ART,ME,8,2,6.5,5.9,4.6
TEXAS CHIROPRACTIC COLLEGE,TX,7,2,6.5,5.8,7.8
SALON PROFESSIONAL ACADEMY (THE),IN,3,3,6.5,17.7,17.5
L'ESPRIT ACADEMY,MI,3,3,6.5,20,29.1
WILLIAMSON CHRISTIAN COLLEGE,TN,6,2,6.5,8,2
SOLEX MEDICAL ACADEMY,IL,2,3,6.5,10,17.8
PHILLIPS THEOLOGICAL SEMINARY,OK,8,2,6.5,7.9,11.2
CARLSON COLLEGE OF MASSAGE THERAPY,IA,2,3,6.5,6.2,9.3
"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,8,1,6.4,7.7,11.2
FLORIDA GULF COAST UNIVERSITY,FL,8,1,6.4,4.6,6.3
EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA,PA,8,1,6.4,5.2,5.1
BEMIDJI STATE UNIVERSITY,MN,8,1,6.4,5.7,8.5
WINTHROP UNIVERSITY,SC,8,1,6.4,6.1,9.3
UNIVERSITY OF THE CUMBERLANDS,KY,8,2,6.4,6.2,8.7
COLLEGE OF OUR LADY OF THE ELMS,MA,8,2,6.4,7,8.2
PAUL SMITH'S COLLEGE OF ARTS & SCIENCES,NY,6,2,6.4,9.7,11.8
LAGRANGE COLLEGE,GA,8,2,6.4,10,7.1
KEYSTONE TECHNICAL INSTITUTE,PA,5,3,6.4,9.6,10.5
MAINE MARITIME ACADEMY,ME,8,1,6.4,4.1,5.1
CARNEGIE INSTITUTE,MI,4,3,6.4,6.8,7.2
AVIATION INSTITUTE OF MAINTENANCE,TX,4,3,6.4,27.7,0
UNITED THEOLOGICAL SEMINARY,OH,8,2,6.4,2.6,3.5
ASPEN UNIVERSITY,CO,8,3,6.4,12.5,3
LA' JAMES COLLEGE OF HAIRSTYLING,IA,4,3,6.4,1.2,12.3
FIVE BRANCHES UNIVERSITY,CA,8,3,6.4,3.7,3.3
CHESTER COUNTY INTERMEDIATE UNIT PRACTICAL NURSING PROGRAM,PA,3,1,6.4,7.2,13.8
JOHN CABOT UNIVERSITY,FC,6,6,6.4,7.6,10.1
MADISON ADULT CAREER CENTER,OH,4,1,6.4,9.3,14
UNIVERSITY OF AESTHETICS & COSMETOLOGY,IL,3,3,6.4,12.2,17.2
CASS CAREER CENTER,MO,3,1,6.4,11.1,15.6
MONTANA ACADEMY OF SALONS,MT,4,3,6.4,6.4,14.2
SAN JUAN BAUTISTA SCHOOL OF  MEDICINE,PR,8,2,6.4,3.3,10.4
TONI&GUY HAIRDRESSING ACADEMY,GA,3,3,6.4,5,0
RENAISSANCE ACADEMIE,UT,4,3,6.4,17,25
HEALING ARTS INSTITUTE,CO,2,3,6.4,14.2,0
WAYNE STATE UNIVERSITY,MI,8,1,6.3,9,12.5
FERRIS STATE UNIVERSITY,MI,8,1,6.3,7.6,9.5
KUTZTOWN UNIVERSITY OF PENNSYLVANIA,PA,8,1,6.3,5.6,6.7
